epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.91216516494751,6.92445565151197,0.0959980928555257,0.5139897741771183
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.91216516494751,6.92445565151197,0.0959980928555257,0.5139897741771183
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,6.747548222541809,6.866915864807704,0.2559949067284523,1.2559749872187957
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,6.747548222541809,6.866915864807704,0.2559949067284523,1.2559749872187957
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,6.507365822792053,6.7057192449901,0.8039839865761955,2.923941746558841
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,6.507365822792053,6.7057192449901,0.8039839865761955,2.923941746558841
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,6.3605111837387085,6.452053693301134,1.5619688937407545,5.445891438530711
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,6.3605111837387085,6.452053693301134,1.5619688937407545,5.445891438530711
epoch,train_loss,eval_loss,eval_top1,eval_top5
4,6.221124649047852,5.991276033854323,3.6299276840009465,11.355773644376661
epoch,train_loss,eval_loss,eval_top1,eval_top5
4,6.221124649047852,5.991276033854323,3.6299276840009465,11.355773644376661
epoch,train_loss,eval_loss,eval_top1,eval_top5
5,5.98097026348114,5.462672777794444,7.415852172077042,20.075599748915057
epoch,train_loss,eval_loss,eval_top1,eval_top5
5,5.98097026348114,5.462672777794444,7.415852172077042,20.075599748915057
epoch,train_loss,eval_loss,eval_top1,eval_top5
6,5.7895729541778564,4.919496375697486,12.681747243866004,30.02940139134229
epoch,train_loss,eval_loss,eval_top1,eval_top5
6,5.7895729541778564,4.919496375697486,12.681747243866004,30.02940139134229
epoch,train_loss,eval_loss,eval_top1,eval_top5
7,5.595013976097107,4.304331960235795,19.989601519996576,41.809166579653635
epoch,train_loss,eval_loss,eval_top1,eval_top5
7,5.595013976097107,4.304331960235795,19.989601519996576,41.809166579653635
